source_url,school,school_ar,school_city,school_city_ar,school_country,school_country_ar,region,title,title_ar,summary,summary_ar,subject,format,start,end,days,price,currency,langs,audience,audience_ar,highlights,highlights_ar,rating,reviews,scraped_at,extraction
https://www.unsw.edu.au/study/professional-development/course/strategic-negotiation-and-influence,"AGSM, University of New South Wales",كلية الدراسات العليا الأسترالية للإدارة (AGSM),Sydney,سيدني,Australia,أستراليا,oceania,Strategic Negotiation & Influence,التفاوض الاستراتيجي والتأثير,"A 3-day on-campus program from AGSM, University of New South Wales, running 23 November 2026 to 25 November 2026.",برنامج حضوري لمدة 3 أيام من كلية الدراسات العليا الأسترالية للإدارة (AGSM)، من 23 نوفمبر 2026 إلى 25 نوفمبر 2026.,negotiation,in-person,2026-11-23,2026-11-25,3,5150,AUD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.unsw.edu.au/study/professional-development/course/project-governance-for-leaders,"AGSM, University of New South Wales",كلية الدراسات العليا الأسترالية للإدارة (AGSM),Sydney,سيدني,Australia,أستراليا,oceania,Project Governance for Leaders,حوكمة المشاريع للقادة,"A 2-day on-campus program from AGSM, University of New South Wales, running 26 November 2026 to 27 November 2026.",برنامج حضوري لمدة يومين من كلية الدراسات العليا الأسترالية للإدارة (AGSM)، من 26 نوفمبر 2026 إلى 27 نوفمبر 2026.,operations,in-person,2026-11-26,2026-11-27,2,3950,AUD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/masterclass-business-innovation-in-life-science-2026,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Masterclass: Business Innovation in Life Science 2026,برنامج متقدم: الابتكار في قطاع علوم الحياة 2026,"A 3-day on-campus program from CBS Executive, Copenhagen Business School, running 1 December 2026 to 3 December 2026.",برنامج حضوري لمدة 3 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 1 ديسمبر 2026 إلى 3 ديسمبر 2026.,strategy,in-person,2026-12-01,,3,20000,DKK,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/sustainability-transformation-accelerator,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Sustainability Transformation Accelerator,مسرّع التحوّل نحو الاستدامة,"A 3-day on-campus program from CBS Executive, Copenhagen Business School, running 8 December 2026 to 10 December 2026.",برنامج حضوري لمدة 3 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 8 ديسمبر 2026 إلى 10 ديسمبر 2026.,sustainability,in-person,2026-12-08,,3,22500,DKK,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/digital-sovereignty-resilience-cybersecurity-in-organizations,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,"Digital Sovereignty, Resilience & Cybersecurity in Organizations",السيادة الرقمية والمرونة والأمن السيبراني في المؤسسات,"A 3-day on-campus program from CBS Executive, Copenhagen Business School, running 18 January 2027 to 20 January 2027.",برنامج حضوري لمدة 3 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 18 يناير 2027 إلى 20 يناير 2027.,digital,in-person,2027-01-18,,3,20000,DKK,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/professional-negotiation,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Professional Negotiation,التفاوض الاحترافي,"A 4-day on-campus program from CBS Executive, Copenhagen Business School, running 18 January 2027 to 21 January 2027.",برنامج حضوري لمدة 4 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 18 يناير 2027 إلى 21 يناير 2027.,negotiation,in-person,2027-01-18,,4,25000,DKK,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/unlocking-growth-through-corporate-venturing,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Unlocking Growth through Corporate Venturing,إطلاق النمو عبر ريادة الأعمال المؤسسية,"A 3-day on-campus program from CBS Executive, Copenhagen Business School, running 26 January 2027 to 28 January 2027.",برنامج حضوري لمدة 3 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 26 يناير 2027 إلى 28 يناير 2027.,entrepreneurship,in-person,2027-01-26,,3,20000,DKK,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/executive-special-advanced-negotiation-techniques,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Executive Special: Advanced Negotiation Techniques,برنامج تنفيذي خاص: تقنيات التفاوض المتقدمة,"A 2-day on-campus program from CBS Executive, Copenhagen Business School, running 3 February 2027 to 4 February 2027.",برنامج حضوري لمدة يومين من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 3 فبراير 2027 إلى 4 فبراير 2027.,negotiation,in-person,2027-02-03,,2,14500,DKK,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/pragmatic-innovation-management,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Pragmatic Innovation Management,إدارة الابتكار العملي,"A 3-day on-campus program from CBS Executive, Copenhagen Business School, running 10 February 2027 to 12 February 2027.",برنامج حضوري لمدة 3 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 10 فبراير 2027 إلى 12 فبراير 2027.,strategy,in-person,2027-02-10,,3,18000,DKK,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/borsens-bestyrelsesuddannelse-marts-2027,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Børsens Bestyrelsesuddannelse Marts 2027,برنامج Børsen لعضوية مجالس الإدارة - مارس 2027,"A 8-day on-campus program from CBS Executive, Copenhagen Business School, running 3 March 2027 to 10 March 2027.",برنامج حضوري لمدة 8 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 3 مارس 2027 إلى 10 مارس 2027.,leadership,in-person,2027-03-03,,8,69999,DKK,da,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/leading-strategic-business-resilience,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Leading Strategic Business Resilience,قيادة المرونة الاستراتيجية للأعمال,"A 8-day on-campus program from CBS Executive, Copenhagen Business School, running 17 March 2027 to 24 March 2027.",برنامج حضوري لمدة 8 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 17 مارس 2027 إلى 24 مارس 2027.,strategy,in-person,2027-03-17,,8,95000,DKK,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/cbs-executive-bestyrelsesuddannelsen-april-2027,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,CBS Executive Bestyrelsesuddannelsen April 2027,برنامج CBS Executive لعضوية مجالس الإدارة - أبريل 2027,"A 16-day on-campus program from CBS Executive, Copenhagen Business School, running 15 April 2027 to 30 April 2027.",برنامج حضوري لمدة 16 يومًا من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 15 أبريل 2027 إلى 30 أبريل 2027.,leadership,in-person,2027-04-15,,16,120000,DKK,da,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/grundlaeggende-bestyrelsesuddannelse-april-2027,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Grundlæggende Bestyrelsesuddannelse April 2027,البرنامج التأسيسي لعضوية مجالس الإدارة - أبريل 2027,"A 3-day on-campus program from CBS Executive, Copenhagen Business School, running 26 April 2027 to 28 April 2027.",برنامج حضوري لمدة 3 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 26 أبريل 2027 إلى 28 أبريل 2027.,leadership,in-person,2027-04-26,,3,26800,DKK,da,,,,,,,2026-09-14T00:00:00Z,school-page
https://cbs-executive.dk/en/program/grundlaeggende-bestyrelsesuddannelse-august-2027,"CBS Executive, Copenhagen Business School",كلية كوبنهاغن للأعمال – التعليم التنفيذي,Copenhagen,كوبنهاغن,Denmark,الدنمارك,europe,Grundlæggende Bestyrelsesuddannelse August 2027,البرنامج التأسيسي لعضوية مجالس الإدارة - أغسطس 2027,"A 3-day on-campus program from CBS Executive, Copenhagen Business School, running 23 August 2027 to 25 August 2027.",برنامج حضوري لمدة 3 أيام من كلية كوبنهاغن للأعمال – التعليم التنفيذي، من 23 أغسطس 2027 إلى 25 أغسطس 2027.,leadership,in-person,2027-08-23,,3,26800,DKK,da,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.ccl.org/leadership-programs/fundamental-leadership-skills-training/,Center for Creative Leadership,,Greensboro,غرينزبورو,United States,الولايات المتحدة,americas,Lead 4 Success®,القيادة نحو النجاح (Lead 4 Success®),"A 5-day online program from Center for Creative Leadership, running 5 October 2026 to 9 October 2026.",برنامج عبر الإنترنت لمدة 5 أيام من Center for Creative Leadership، من 5 أكتوبر 2026 إلى 9 أكتوبر 2026.,leadership,online,2026-10-05,2026-10-09,5,1850,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.ccl.org/leadership-programs/maximizing-leadership-potential-new-manager-training/,Center for Creative Leadership,,Greensboro,غرينزبورو,United States,الولايات المتحدة,americas,Maximizing Your Leadership Potential,تعظيم إمكاناتك القيادية,"A 3-day on-campus program from Center for Creative Leadership, running 7 October 2026 to 9 October 2026.",برنامج حضوري لمدة 3 أيام من Center for Creative Leadership، من 7 أكتوبر 2026 إلى 9 أكتوبر 2026.,leadership,in-person,2026-10-07,2026-10-09,3,4400,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.ccl.org/leadership-programs/leadership-development-program/,Center for Creative Leadership,,Greensboro,غرينزبورو,United States,الولايات المتحدة,americas,Leadership Development Program (LDP)®,برنامج تطوير القيادات (LDP®),"A 5-day on-campus program from Center for Creative Leadership, running 12 October 2026 to 16 October 2026.",برنامج حضوري لمدة 5 أيام من Center for Creative Leadership، من 12 أكتوبر 2026 إلى 16 أكتوبر 2026.,leadership,in-person,2026-10-12,2026-10-16,5,8250,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.ccl.org/leadership-programs/better-conversations-every-day-coaching-culture/,Center for Creative Leadership,,Greensboro,غرينزبورو,United States,الولايات المتحدة,americas,Better Conversations Every Day™,محادثات أفضل كل يوم (Better Conversations Every Day™),"A 3-day online program from Center for Creative Leadership, running 14 October 2026 to 16 October 2026.",برنامج عبر الإنترنت لمدة 3 أيام من Center for Creative Leadership، من 14 أكتوبر 2026 إلى 16 أكتوبر 2026.,people,online,2026-10-14,2026-10-16,3,1350,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.ccl.org/leadership-programs/leadership-at-the-peak-training-for-senior-executives/,Center for Creative Leadership,,Greensboro,غرينزبورو,United States,الولايات المتحدة,americas,Leadership at the Peak,القيادة في القمة,"A 5-day on-campus program from Center for Creative Leadership, running 26 October 2026 to 30 October 2026.",برنامج حضوري لمدة 5 أيام من Center for Creative Leadership، من 26 أكتوبر 2026 إلى 30 أكتوبر 2026.,leadership,in-person,2026-10-26,2026-10-30,5,18250,SGD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.ccl.org/leadership-programs/leading-organizational-impact-executive-training/,Center for Creative Leadership,,Greensboro,غرينزبورو,United States,الولايات المتحدة,americas,Leading for Organizational Impact,القيادة من أجل الأثر المؤسسي,"A 5-day on-campus program from Center for Creative Leadership, running 26 October 2026 to 30 October 2026.",برنامج حضوري لمدة 5 أيام من Center for Creative Leadership، من 26 أكتوبر 2026 إلى 30 أكتوبر 2026.,leadership,in-person,2026-10-26,2026-10-30,5,10950,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.ccl.org/leadership-programs/strategic-leader/,Center for Creative Leadership,,Greensboro,غرينزبورو,United States,الولايات المتحدة,americas,Strategic Leader Program,برنامج القائد الاستراتيجي,"A 5-day on-campus program from Center for Creative Leadership, running 9 November 2026 to 13 November 2026.",برنامج حضوري لمدة 5 أيام من Center for Creative Leadership، من 9 نوفمبر 2026 إلى 13 نوفمبر 2026.,strategy,in-person,2026-11-09,2026-11-13,5,10500,EUR,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.ccl.org/leadership-programs/succession-planning-training/,Center for Creative Leadership,,Greensboro,غرينزبورو,United States,الولايات المتحدة,americas,Succession Reimagined,إعادة تصوّر التعاقب الوظيفي,"A 3-day on-campus program from Center for Creative Leadership, running 26 January 2027 to 28 January 2027.",برنامج حضوري لمدة 3 أيام من Center for Creative Leadership، من 26 يناير 2027 إلى 28 يناير 2027.,leadership,in-person,2027-01-26,2027-01-28,3,5950,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.hks.harvard.edu/educational-programs/executive-education/strategic-management-regulatory-and-enforcement-agencies,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Strategic Management of Regulatory and Enforcement Agencies,الإدارة الاستراتيجية للجهات التنظيمية والرقابية,"A 6-day on-campus program from Harvard Kennedy School, running 20 September 2026 to 25 September 2026.",برنامج حضوري لمدة 6 أيام من كلية كينيدي بجامعة هارفارد، من 20 سبتمبر 2026 إلى 25 سبتمبر 2026.,operations,in-person,2026-09-20,2026-09-25,6,11300,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.hks.harvard.edu/educational-programs/executive-education/leadership-decision-making,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Leadership Decision Making,صنع القرار القيادي,"A 6-day on-campus program from Harvard Kennedy School, running 27 September 2026 to 2 October 2026.",برنامج حضوري لمدة 6 أيام من كلية كينيدي بجامعة هارفارد، من 27 سبتمبر 2026 إلى 2 أكتوبر 2026.,leadership,in-person,2026-09-27,2026-10-02,6,11300,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.hks.harvard.edu/educational-programs/executive-education/executive-leaders-government,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Executive Leaders and Government,القادة التنفيذيون والحكومة,"A 13-day on-campus program from Harvard Kennedy School, running 18 October 2026 to 30 October 2026.",برنامج حضوري لمدة 13 يومًا من كلية كينيدي بجامعة هارفارد، من 18 أكتوبر 2026 إلى 30 أكتوبر 2026.,leadership,in-person,2026-10-18,2026-10-30,13,18900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.hks.harvard.edu/educational-programs/executive-education/ai-action,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,AI in Action: Organizational Strategy for the Responsible Adoption of AI,الذكاء الاصطناعي في الممارسة: استراتيجية تنظيمية للتبني المسؤول للذكاء الاصطناعي,"A 12-day online program from Harvard Kennedy School, running 26 October 2026 to 6 November 2026.",برنامج عبر الإنترنت لمدة 12 يومًا من كلية كينيدي بجامعة هارفارد، من 26 أكتوبر 2026 إلى 6 نوفمبر 2026.,digital,online,2026-10-26,2026-11-06,12,2495,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.hks.harvard.edu/educational-programs/executive-education/strategic-leadership-enhancing-your-personal-effectiveness,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Strategic Leadership: Enhancing Your Personal Effectiveness,القيادة الاستراتيجية: تعزيز فاعليتك الشخصية,"A 5-day online program from Harvard Kennedy School, running 2 November 2026 to 6 November 2026.",برنامج عبر الإنترنت لمدة 5 أيام من كلية كينيدي بجامعة هارفارد، من 2 نوفمبر 2026 إلى 6 نوفمبر 2026.,leadership,online,2026-11-02,2026-11-06,5,5900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.hks.harvard.edu/educational-programs/executive-education/investment-decisions-and-behavioral-finance,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Investment Decisions and Behavioral Finance,قرارات الاستثمار والتمويل السلوكي,"A 3-day on-campus program from Harvard Kennedy School, running 4 November 2026 to 6 November 2026.",برنامج حضوري لمدة 3 أيام من كلية كينيدي بجامعة هارفارد، من 4 نوفمبر 2026 إلى 6 نوفمبر 2026.,finance,in-person,2026-11-04,2026-11-06,3,6100,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.hks.harvard.edu/educational-programs/executive-education/senior-executives-national-and-international-security,Harvard Kennedy School,كلية كينيدي بجامعة هارفارد,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Senior Executives in National and International Security,كبار التنفيذيين في الأمن الوطني والدولي,"A 6-day on-campus program from Harvard Kennedy School, running 30 November 2026 to 5 December 2026.",برنامج حضوري لمدة 6 أيام من كلية كينيدي بجامعة هارفارد، من 30 نوفمبر 2026 إلى 5 ديسمبر 2026.,leadership,in-person,2026-11-30,2026-12-05,6,11500,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
